Country,State,State lgd code,Year,Gender,Age group,Type of area,Worker Population Ratio (WPR)_avg,Worker Population Ratio (WPR)_max,Worker Population Ratio (WPR)_min,Worker Population Ratio (WPR)_sum,Worker Population Ratio (WPR)_count,Worker Population Ratio (WPR)_stddev,Worker Population Ratio (WPR)_LandAreaWeight,Worker Population Ratio (WPR)_TotalPopulationWeight,Worker Population Ratio (WPR)_NumberOfHouseholdsWeight,Worker Population Ratio (WPR)_TotalPopulationMaleWeight,Worker Population Ratio (WPR)_TotalPopulationFemaleWeight
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Urban,17.2,17.2,17.2,17.2,1,,,17.2,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Rural,50.1,50.1,50.1,50.1,1,,,50.1,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Total,41.5,41.5,41.5,41.5,1,,,41.5,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Urban,29.9,29.9,29.9,29.9,1,,,29.9,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Rural,47.5,47.5,47.5,47.5,1,,,47.5,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Total,38.6,38.6,38.6,38.6,1,,,38.6,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Urban,26.8,26.8,26.8,26.8,1,,,26.8,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,all years,Rural,38.8,38.8,38.8,38.8,1,,,38.8,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,all years,Total,31.6,31.6,31.6,31.6,1,,,31.6,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Female,all years,Urban,22.0,22.0,22.0,22.0,1,,,22.0,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Rural,43.1,43.1,43.1,43.1,1,,,43.1,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Total,46.9,46.9,46.9,46.9,1,,,46.9,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Urban,51.6,51.6,51.6,51.6,1,,,51.6,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Rural,77.1,77.1,77.1,77.1,1,,,77.1,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Total,77.5,77.5,77.5,77.5,1,,,77.5,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Urban,77.9,77.9,77.9,77.9,1,,,77.9,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Rural,72.4,72.4,72.4,72.4,1,,,72.4,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Total,71.4,71.4,71.4,71.4,1,,,71.4,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Urban,70.1,70.1,70.1,70.1,1,,,70.1,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,all years,Rural,55.8,55.8,55.8,55.8,1,,,55.8,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,all years,Total,56.5,56.5,56.5,56.5,1,,,56.5,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Male,all years,Urban,57.4,57.4,57.4,57.4,1,,,57.4,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Rural,30.9,30.9,30.9,30.9,1,,30.9,30.9,30.9,30.9,30.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Total,32.9,32.9,32.9,32.9,1,,32.9,32.9,32.9,32.9,32.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Urban,35.4,35.4,35.4,35.4,1,,35.4,35.4,35.4,35.4,35.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Rural,63.4,63.4,63.4,63.4,1,,63.4,63.4,63.4,63.4,63.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Total,59.3,59.3,59.3,59.3,1,,59.3,59.3,59.3,59.3,59.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Urban,53.9,53.9,53.9,53.9,1,,53.9,53.9,53.9,53.9,53.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Rural,59.6,59.6,59.6,59.6,1,,59.6,59.6,59.6,59.6,59.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Total,54.7,54.7,54.7,54.7,1,,54.7,54.7,54.7,54.7,54.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Urban,48.3,48.3,48.3,48.3,1,,48.3,48.3,48.3,48.3,48.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Rural,47.3,47.3,47.3,47.3,1,,47.3,47.3,47.3,47.3,47.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Total,44.0,44.0,44.0,44.0,1,,44.0,44.0,44.0,44.0,44.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Urban,39.6,39.6,39.6,39.6,1,,39.6,39.6,39.6,39.6,39.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Rural,19.8,19.8,19.8,19.8,1,,,19.8,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Total,18.6,18.6,18.6,18.6,1,,,18.6,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Urban,17.4,17.4,17.4,17.4,1,,,17.4,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Rural,56.6,56.6,56.6,56.6,1,,,56.6,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Total,44.9,44.9,44.9,44.9,1,,,44.9,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Urban,31.4,31.4,31.4,31.4,1,,,31.4,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Rural,52.7,52.7,52.7,52.7,1,,,52.7,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Total,41.5,41.5,41.5,41.5,1,,,41.5,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Urban,28.4,28.4,28.4,28.4,1,,,28.4,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,all years,Rural,43.3,43.3,43.3,43.3,1,,,43.3,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,all years,Total,33.9,33.9,33.9,33.9,1,,,33.9,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Female,all years,Urban,22.9,22.9,22.9,22.9,1,,,22.9,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Rural,51.7,51.7,51.7,51.7,1,,,51.7,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Total,51.5,51.5,51.5,51.5,1,,,51.5,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Urban,51.2,51.2,51.2,51.2,1,,,51.2,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Rural,80.6,80.6,80.6,80.6,1,,,80.6,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Total,80.2,80.2,80.2,80.2,1,,,80.2,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Urban,79.7,79.7,79.7,79.7,1,,,79.7,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Rural,74.3,74.3,74.3,74.3,1,,,74.3,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Total,73.2,73.2,73.2,73.2,1,,,73.2,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Urban,71.8,71.8,71.8,71.8,1,,,71.8,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,all years,Rural,58.3,58.3,58.3,58.3,1,,,58.3,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,all years,Total,57.8,57.8,57.8,57.8,1,,,57.8,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Male,all years,Urban,57.3,57.3,57.3,57.3,1,,,57.3,,,
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Rural,36.1,36.1,36.1,36.1,1,,36.1,36.1,36.1,36.1,36.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Total,35.0,35.0,35.0,35.0,1,,35.0,35.0,35.0,35.0,35.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Urban,33.7,33.7,33.7,33.7,1,,33.7,33.7,33.7,33.7,33.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Rural,68.3,68.3,68.3,68.3,1,,68.3,68.3,68.3,68.3,68.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Total,62.1,62.1,62.1,62.1,1,,62.1,62.1,62.1,62.1,62.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Urban,54.9,54.9,54.9,54.9,1,,54.9,54.9,54.9,54.9,54.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Rural,63.1,63.1,63.1,63.1,1,,63.1,63.1,63.1,63.1,63.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Total,56.8,56.8,56.8,56.8,1,,56.8,56.8,56.8,56.8,56.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Urban,49.2,49.2,49.2,49.2,1,,49.2,49.2,49.2,49.2,49.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Rural,50.7,50.7,50.7,50.7,1,,50.7,50.7,50.7,50.7,50.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Total,45.6,45.6,45.6,45.6,1,,45.6,45.6,45.6,45.6,45.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Urban,39.6,39.6,39.6,39.6,1,,39.6,39.6,39.6,39.6,39.6
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Rural,5.1,5.1,5.1,5.1,1,,,5.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Total,10.8,10.8,10.8,10.8,1,,,10.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Urban,14.0,14.0,14.0,14.0,1,,,14.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Rural,7.8,7.8,7.8,7.8,1,,,7.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Total,15.5,15.5,15.5,15.5,1,,,15.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Urban,19.2,19.2,19.2,19.2,1,,,19.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Rural,6.6,6.6,6.6,6.6,1,,,6.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Total,13.4,13.4,13.4,13.4,1,,,13.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Urban,16.8,16.8,16.8,16.8,1,,,16.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,all years,Rural,5.2,5.2,5.2,5.2,1,,,5.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,all years,Total,10.9,10.9,10.9,10.9,1,,,10.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Female,all years,Urban,14.0,14.0,14.0,14.0,1,,,14.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Rural,19.4,19.4,19.4,19.4,1,,,19.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Total,36.7,36.7,36.7,36.7,1,,,36.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Urban,43.5,43.5,43.5,43.5,1,,,43.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Rural,73.9,73.9,73.9,73.9,1,,,73.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Total,73.1,73.1,73.1,73.1,1,,,73.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Urban,72.8,72.8,72.8,72.8,1,,,72.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Rural,63.3,63.3,63.3,63.3,1,,,63.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Total,64.4,64.4,64.4,64.4,1,,,64.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Urban,64.9,64.9,64.9,64.9,1,,,64.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,all years,Rural,46.1,46.1,46.1,46.1,1,,,46.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,all years,Total,49.7,49.7,49.7,49.7,1,,,49.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Male,all years,Urban,51.6,51.6,51.6,51.6,1,,,51.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Rural,10.7,10.7,10.7,10.7,1,,10.7,10.7,10.7,10.7,10.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Total,22.4,22.4,22.4,22.4,1,,22.4,22.4,22.4,22.4,22.4
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Urban,28.0,28.0,28.0,28.0,1,,28.0,28.0,28.0,28.0,28.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Rural,39.3,39.3,39.3,39.3,1,,39.3,39.3,39.3,39.3,39.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Total,43.0,43.0,43.0,43.0,1,,43.0,43.0,43.0,43.0,43.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Urban,44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Rural,33.7,33.7,33.7,33.7,1,,33.7,33.7,33.7,33.7,33.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Total,37.8,37.8,37.8,37.8,1,,37.8,37.8,37.8,37.8,37.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Urban,39.9,39.9,39.9,39.9,1,,39.9,39.9,39.9,39.9,39.9
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Rural,25.6,25.6,25.6,25.6,1,,25.6,25.6,25.6,25.6,25.6
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Total,30.1,30.1,30.1,30.1,1,,30.1,30.1,30.1,30.1,30.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Urban,32.5,32.5,32.5,32.5,1,,32.5,32.5,32.5,32.5,32.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Rural,23.9,23.9,23.9,23.9,1,,,23.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Total,18.6,18.6,18.6,18.6,1,,,18.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Urban,15.1,15.1,15.1,15.1,1,,,15.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Rural,41.8,41.8,41.8,41.8,1,,,41.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Total,32.3,32.3,32.3,32.3,1,,,32.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Urban,26.7,26.7,26.7,26.7,1,,,26.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Rural,37.4,37.4,37.4,37.4,1,,,37.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Total,28.8,28.8,28.8,28.8,1,,,28.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Urban,23.9,23.9,23.9,23.9,1,,,23.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,all years,Rural,33.9,33.9,33.9,33.9,1,,,33.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,all years,Total,24.2,24.2,24.2,24.2,1,,,24.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Female,all years,Urban,19.3,19.3,19.3,19.3,1,,,19.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Rural,56.1,56.1,56.1,56.1,1,,,56.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Total,46.0,46.0,46.0,46.0,1,,,46.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Urban,40.1,40.1,40.1,40.1,1,,,40.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Rural,78.7,78.7,78.7,78.7,1,,,78.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Total,77.3,77.3,77.3,77.3,1,,,77.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Urban,76.6,76.6,76.6,76.6,1,,,76.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Rural,75.5,75.5,75.5,75.5,1,,,75.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Total,70.0,70.0,70.0,70.0,1,,,70.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Urban,67.1,67.1,67.1,67.1,1,,,67.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,all years,Rural,59.7,59.7,59.7,59.7,1,,,59.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,all years,Total,56.3,56.3,56.3,56.3,1,,,56.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Male,all years,Urban,54.4,54.4,54.4,54.4,1,,,54.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Rural,37.0,37.0,37.0,37.0,1,,37.0,37.0,37.0,37.0,37.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Total,30.3,30.3,30.3,30.3,1,,30.3,30.3,30.3,30.3,30.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Urban,26.1,26.1,26.1,26.1,1,,26.1,26.1,26.1,26.1,26.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Rural,58.5,58.5,58.5,58.5,1,,58.5,58.5,58.5,58.5,58.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Total,52.9,52.9,52.9,52.9,1,,52.9,52.9,52.9,52.9,52.9
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Urban,49.7,49.7,49.7,49.7,1,,49.7,49.7,49.7,49.7,49.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Rural,54.5,54.5,54.5,54.5,1,,54.5,54.5,54.5,54.5,54.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Total,47.8,47.8,47.8,47.8,1,,47.8,47.8,47.8,47.8,47.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Urban,44.1,44.1,44.1,44.1,1,,44.1,44.1,44.1,44.1,44.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Rural,46.3,46.3,46.3,46.3,1,,46.3,46.3,46.3,46.3,46.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Total,39.3,39.3,39.3,39.3,1,,39.3,39.3,39.3,39.3,39.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Urban,35.7,35.7,35.7,35.7,1,,35.7,35.7,35.7,35.7,35.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Rural,22.1,22.1,22.1,22.1,1,,,22.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Total,18.4,18.4,18.4,18.4,1,,,18.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Urban,16.1,16.1,16.1,16.1,1,,,16.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Rural,41.3,41.3,41.3,41.3,1,,,41.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Total,32.8,32.8,32.8,32.8,1,,,32.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Urban,28.9,28.9,28.9,28.9,1,,,28.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Rural,35.2,35.2,35.2,35.2,1,,,35.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Total,28.4,28.4,28.4,28.4,1,,,28.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Urban,25.1,25.1,25.1,25.1,1,,,25.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,all years,Rural,27.7,27.7,27.7,27.7,1,,,27.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,all years,Total,22.7,22.7,22.7,22.7,1,,,22.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Female,all years,Urban,20.3,20.3,20.3,20.3,1,,,20.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Rural,49.1,49.1,49.1,49.1,1,,,49.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Total,40.8,40.8,40.8,40.8,1,,,40.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Urban,37.1,37.1,37.1,37.1,1,,,37.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Rural,74.6,74.6,74.6,74.6,1,,,74.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Total,73.7,73.7,73.7,73.7,1,,,73.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Urban,73.2,73.2,73.2,73.2,1,,,73.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Rural,72.7,72.7,72.7,72.7,1,,,72.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Total,67.0,67.0,67.0,67.0,1,,,67.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Urban,64.3,64.3,64.3,64.3,1,,,64.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,all years,Rural,54.9,54.9,54.9,54.9,1,,,54.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,all years,Total,51.1,51.1,51.1,51.1,1,,,51.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Male,all years,Urban,49.3,49.3,49.3,49.3,1,,,49.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Rural,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Total,30.7,30.7,30.7,30.7,1,,30.7,30.7,30.7,30.7,30.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Urban,28.2,28.2,28.2,28.2,1,,28.2,28.2,28.2,28.2,28.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Rural,58.7,58.7,58.7,58.7,1,,58.7,58.7,58.7,58.7,58.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Total,53.8,53.8,53.8,53.8,1,,53.8,53.8,53.8,53.8,53.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Urban,51.4,51.4,51.4,51.4,1,,51.4,51.4,51.4,51.4,51.4
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Rural,53.8,53.8,53.8,53.8,1,,53.8,53.8,53.8,53.8,53.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Total,47.7,47.7,47.7,47.7,1,,47.7,47.7,47.7,47.7,47.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Urban,44.8,44.8,44.8,44.8,1,,44.8,44.8,44.8,44.8,44.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Rural,41.5,41.5,41.5,41.5,1,,41.5,41.5,41.5,41.5,41.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Total,37.3,37.3,37.3,37.3,1,,37.3,37.3,37.3,37.3,37.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Urban,35.2,35.2,35.2,35.2,1,,35.2,35.2,35.2,35.2,35.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Rural,8.7,8.7,8.7,8.7,1,,,8.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Total,14.2,14.2,14.2,14.2,1,,,14.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Urban,18.5,18.5,18.5,18.5,1,,,18.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Rural,32.0,32.0,32.0,32.0,1,,,32.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Total,31.2,31.2,31.2,31.2,1,,,31.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Urban,30.7,30.7,30.7,30.7,1,,,30.7,,,
