Country,State,State lgd code,Year,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,Regular wage/salary,35.0,35.0,35.0,35.0,1,,35.0,35.0,35.0,35.0,35.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,4.6,4.6,4.6,4.6,1,,4.6,4.6,4.6,4.6,4.6
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,"Self-Employed own account worker, employer",36.5,36.5,36.5,36.5,1,,36.5,36.5,36.5,36.5,36.5
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Female,All self employed,33.5,33.5,33.5,33.5,1,,33.5,33.5,33.5,33.5,33.5
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Female,Casual labour,15.4,15.4,15.4,15.4,1,,15.4,15.4,15.4,15.4,15.4
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Female,Regular wage/salary,51.0,51.0,51.0,51.0,1,,51.0,51.0,51.0,51.0,51.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Female,Self-Employed helper in hoursehold enterprise,8.0,8.0,8.0,8.0,1,,8.0,8.0,8.0,8.0,8.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Female,"Self-Employed own account worker, employer",25.5,25.5,25.5,25.5,1,,25.5,25.5,25.5,25.5,25.5
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Male,All self employed,42.3,42.3,42.3,42.3,1,,42.3,42.3,42.3,42.3,42.3
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Casual labour,20.0,20.0,20.0,20.0,1,,20.0,20.0,20.0,20.0,20.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Regular wage/salary,37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Self-Employed helper in hoursehold enterprise,1.4,1.4,1.4,1.4,1,,1.4,1.4,1.4,1.4,1.4
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Male,"Self-Employed own account worker, employer",40.9,40.9,40.9,40.9,1,,40.9,40.9,40.9,40.9,40.9
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,All self employed,39.2,39.2,39.2,39.2,1,,39.2,39.2,39.2,39.2,39.2
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Casual labour,18.4,18.4,18.4,18.4,1,,18.4,18.4,18.4,18.4,18.4
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Regular wage/salary,42.4,42.4,42.4,42.4,1,,42.4,42.4,42.4,42.4,42.4
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Self-Employed helper in hoursehold enterprise,3.7,3.7,3.7,3.7,1,,3.7,3.7,3.7,3.7,3.7
India,Kerala,32,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,"Self-Employed own account worker, employer",35.4,35.4,35.4,35.4,1,,35.4,35.4,35.4,35.4,35.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,All self employed,34.5,34.5,34.5,34.5,1,,34.5,34.5,34.5,34.5,34.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Casual labour,49.6,49.6,49.6,49.6,1,,49.6,49.6,49.6,49.6,49.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Regular wage/salary,15.9,15.9,15.9,15.9,1,,15.9,15.9,15.9,15.9,15.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Self-Employed helper in hoursehold enterprise,17.7,17.7,17.7,17.7,1,,17.7,17.7,17.7,17.7,17.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,"Self-Employed own account worker, employer",16.8,16.8,16.8,16.8,1,,16.8,16.8,16.8,16.8,16.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,All self employed,35.1,35.1,35.1,35.1,1,,35.1,35.1,35.1,35.1,35.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Casual labour,40.4,40.4,40.4,40.4,1,,40.4,40.4,40.4,40.4,40.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Regular wage/salary,24.5,24.5,24.5,24.5,1,,24.5,24.5,24.5,24.5,24.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Self-Employed helper in hoursehold enterprise,2.1,2.1,2.1,2.1,1,,2.1,2.1,2.1,2.1,2.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,"Self-Employed own account worker, employer",33.0,33.0,33.0,33.0,1,,33.0,33.0,33.0,33.0,33.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,All self employed,34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Casual labour,43.6,43.6,43.6,43.6,1,,43.6,43.6,43.6,43.6,43.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Regular wage/salary,21.5,21.5,21.5,21.5,1,,21.5,21.5,21.5,21.5,21.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Self-Employed helper in hoursehold enterprise,7.6,7.6,7.6,7.6,1,,7.6,7.6,7.6,7.6,7.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,"Self-Employed own account worker, employer",27.3,27.3,27.3,27.3,1,,27.3,27.3,27.3,27.3,27.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,All self employed,33.5,33.5,33.5,33.5,1,,33.5,33.5,33.5,33.5,33.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Casual labour,36.4,36.4,36.4,36.4,1,,36.4,36.4,36.4,36.4,36.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Regular wage/salary,30.1,30.1,30.1,30.1,1,,30.1,30.1,30.1,30.1,30.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,16.0,16.0,16.0,16.0,1,,16.0,16.0,16.0,16.0,16.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,"Self-Employed own account worker, employer",17.4,17.4,17.4,17.4,1,,17.4,17.4,17.4,17.4,17.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,All self employed,32.4,32.4,32.4,32.4,1,,32.4,32.4,32.4,32.4,32.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Casual labour,32.1,32.1,32.1,32.1,1,,32.1,32.1,32.1,32.1,32.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Regular wage/salary,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,2.1,2.1,2.1,2.1,1,,2.1,2.1,2.1,2.1,2.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,"Self-Employed own account worker, employer",30.4,30.4,30.4,30.4,1,,30.4,30.4,30.4,30.4,30.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,All self employed,32.8,32.8,32.8,32.8,1,,32.8,32.8,32.8,32.8,32.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Casual labour,33.5,33.5,33.5,33.5,1,,33.5,33.5,33.5,33.5,33.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Regular wage/salary,33.8,33.8,33.8,33.8,1,,33.8,33.8,33.8,33.8,33.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,6.5,6.5,6.5,6.5,1,,6.5,6.5,6.5,6.5,6.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,"Self-Employed own account worker, employer",26.3,26.3,26.3,26.3,1,,26.3,26.3,26.3,26.3,26.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,All self employed,31.7,31.7,31.7,31.7,1,,31.7,31.7,31.7,31.7,31.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Casual labour,14.6,14.6,14.6,14.6,1,,14.6,14.6,14.6,14.6,14.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Regular wage/salary,53.7,53.7,53.7,53.7,1,,53.7,53.7,53.7,53.7,53.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Self-Employed helper in hoursehold enterprise,13.3,13.3,13.3,13.3,1,,13.3,13.3,13.3,13.3,13.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,"Self-Employed own account worker, employer",18.4,18.4,18.4,18.4,1,,18.4,18.4,18.4,18.4,18.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,All self employed,29.5,29.5,29.5,29.5,1,,29.5,29.5,29.5,29.5,29.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Casual labour,22.6,22.6,22.6,22.6,1,,22.6,22.6,22.6,22.6,22.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Regular wage/salary,48.0,48.0,48.0,48.0,1,,48.0,48.0,48.0,48.0,48.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Self-Employed helper in hoursehold enterprise,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,"Self-Employed own account worker, employer",27.4,27.4,27.4,27.4,1,,27.4,27.4,27.4,27.4,27.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,All self employed,30.1,30.1,30.1,30.1,1,,30.1,30.1,30.1,30.1,30.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Casual labour,20.4,20.4,20.4,20.4,1,,20.4,20.4,20.4,20.4,20.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Regular wage/salary,49.5,49.5,49.5,49.5,1,,49.5,49.5,49.5,49.5,49.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Self-Employed helper in hoursehold enterprise,5.1,5.1,5.1,5.1,1,,5.1,5.1,5.1,5.1,5.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,"Self-Employed own account worker, employer",25.0,25.0,25.0,25.0,1,,25.0,25.0,25.0,25.0,25.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Casual labour,46.0,46.0,46.0,46.0,1,,46.0,46.0,46.0,46.0,46.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Regular wage/salary,14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Self-Employed helper in hoursehold enterprise,16.6,16.6,16.6,16.6,1,,16.6,16.6,16.6,16.6,16.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Female,"Self-Employed own account worker, employer",23.4,23.4,23.4,23.4,1,,23.4,23.4,23.4,23.4,23.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Male,All self employed,37.6,37.6,37.6,37.6,1,,37.6,37.6,37.6,37.6,37.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Casual labour,35.6,35.6,35.6,35.6,1,,35.6,35.6,35.6,35.6,35.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Regular wage/salary,26.8,26.8,26.8,26.8,1,,26.8,26.8,26.8,26.8,26.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Self-Employed helper in hoursehold enterprise,2.5,2.5,2.5,2.5,1,,2.5,2.5,2.5,2.5,2.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Male,"Self-Employed own account worker, employer",35.1,35.1,35.1,35.1,1,,35.1,35.1,35.1,35.1,35.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,All self employed,38.5,38.5,38.5,38.5,1,,38.5,38.5,38.5,38.5,38.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Casual labour,39.8,39.8,39.8,39.8,1,,39.8,39.8,39.8,39.8,39.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Regular wage/salary,21.7,21.7,21.7,21.7,1,,21.7,21.7,21.7,21.7,21.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Self-Employed helper in hoursehold enterprise,8.1,8.1,8.1,8.1,1,,8.1,8.1,8.1,8.1,8.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,"Self-Employed own account worker, employer",30.4,30.4,30.4,30.4,1,,30.4,30.4,30.4,30.4,30.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,All self employed,35.6,35.6,35.6,35.6,1,,35.6,35.6,35.6,35.6,35.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Casual labour,35.2,35.2,35.2,35.2,1,,35.2,35.2,35.2,35.2,35.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Regular wage/salary,29.2,29.2,29.2,29.2,1,,29.2,29.2,29.2,29.2,29.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,13.7,13.7,13.7,13.7,1,,13.7,13.7,13.7,13.7,13.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,"Self-Employed own account worker, employer",21.9,21.9,21.9,21.9,1,,21.9,21.9,21.9,21.9,21.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,All self employed,33.0,33.0,33.0,33.0,1,,33.0,33.0,33.0,33.0,33.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Casual labour,29.5,29.5,29.5,29.5,1,,29.5,29.5,29.5,29.5,29.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Regular wage/salary,37.5,37.5,37.5,37.5,1,,37.5,37.5,37.5,37.5,37.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,2.1,2.1,2.1,2.1,1,,2.1,2.1,2.1,2.1,2.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,"Self-Employed own account worker, employer",30.8,30.8,30.8,30.8,1,,30.8,30.8,30.8,30.8,30.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,All self employed,33.9,33.9,33.9,33.9,1,,33.9,33.9,33.9,33.9,33.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Casual labour,31.5,31.5,31.5,31.5,1,,31.5,31.5,31.5,31.5,31.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Regular wage/salary,34.6,34.6,34.6,34.6,1,,34.6,34.6,34.6,34.6,34.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,6.2,6.2,6.2,6.2,1,,6.2,6.2,6.2,6.2,6.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,"Self-Employed own account worker, employer",27.7,27.7,27.7,27.7,1,,27.7,27.7,27.7,27.7,27.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Female,All self employed,27.5,27.5,27.5,27.5,1,,27.5,27.5,27.5,27.5,27.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Casual labour,15.5,15.5,15.5,15.5,1,,15.5,15.5,15.5,15.5,15.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Regular wage/salary,57.0,57.0,57.0,57.0,1,,57.0,57.0,57.0,57.0,57.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Self-Employed helper in hoursehold enterprise,8.4,8.4,8.4,8.4,1,,8.4,8.4,8.4,8.4,8.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Female,"Self-Employed own account worker, employer",19.2,19.2,19.2,19.2,1,,19.2,19.2,19.2,19.2,19.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Male,All self employed,27.8,27.8,27.8,27.8,1,,27.8,27.8,27.8,27.8,27.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Casual labour,22.7,22.7,22.7,22.7,1,,22.7,22.7,22.7,22.7,22.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Regular wage/salary,49.5,49.5,49.5,49.5,1,,49.5,49.5,49.5,49.5,49.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Self-Employed helper in hoursehold enterprise,1.7,1.7,1.7,1.7,1,,1.7,1.7,1.7,1.7,1.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Male,"Self-Employed own account worker, employer",26.1,26.1,26.1,26.1,1,,26.1,26.1,26.1,26.1,26.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,All self employed,27.7,27.7,27.7,27.7,1,,27.7,27.7,27.7,27.7,27.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Casual labour,20.6,20.6,20.6,20.6,1,,20.6,20.6,20.6,20.6,20.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Regular wage/salary,51.7,51.7,51.7,51.7,1,,51.7,51.7,51.7,51.7,51.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Self-Employed helper in hoursehold enterprise,3.6,3.6,3.6,3.6,1,,3.6,3.6,3.6,3.6,3.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,"Self-Employed own account worker, employer",24.1,24.1,24.1,24.1,1,,24.1,24.1,24.1,24.1,24.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Female,All self employed,41.4,41.4,41.4,41.4,1,,41.4,41.4,41.4,41.4,41.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Casual labour,46.6,46.6,46.6,46.6,1,,46.6,46.6,46.6,46.6,46.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Regular wage/salary,12.0,12.0,12.0,12.0,1,,12.0,12.0,12.0,12.0,12.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Self-Employed helper in hoursehold enterprise,17.3,17.3,17.3,17.3,1,,17.3,17.3,17.3,17.3,17.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Female,"Self-Employed own account worker, employer",24.1,24.1,24.1,24.1,1,,24.1,24.1,24.1,24.1,24.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Male,All self employed,37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Casual labour,38.6,38.6,38.6,38.6,1,,38.6,38.6,38.6,38.6,38.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Regular wage/salary,23.8,23.8,23.8,23.8,1,,23.8,23.8,23.8,23.8,23.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Self-Employed helper in hoursehold enterprise,2.6,2.6,2.6,2.6,1,,2.6,2.6,2.6,2.6,2.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Male,"Self-Employed own account worker, employer",35.1,35.1,35.1,35.1,1,,35.1,35.1,35.1,35.1,35.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,All self employed,39.2,39.2,39.2,39.2,1,,39.2,39.2,39.2,39.2,39.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Casual labour,41.8,41.8,41.8,41.8,1,,41.8,41.8,41.8,41.8,41.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Regular wage/salary,19.1,19.1,19.1,19.1,1,,19.1,19.1,19.1,19.1,19.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Self-Employed helper in hoursehold enterprise,8.5,8.5,8.5,8.5,1,,8.5,8.5,8.5,8.5,8.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,"Self-Employed own account worker, employer",30.7,30.7,30.7,30.7,1,,30.7,30.7,30.7,30.7,30.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,All self employed,36.2,36.2,36.2,36.2,1,,36.2,36.2,36.2,36.2,36.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Casual labour,35.9,35.9,35.9,35.9,1,,35.9,35.9,35.9,35.9,35.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Regular wage/salary,27.8,27.8,27.8,27.8,1,,27.8,27.8,27.8,27.8,27.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,14.3,14.3,14.3,14.3,1,,14.3,14.3,14.3,14.3,14.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,"Self-Employed own account worker, employer",21.9,21.9,21.9,21.9,1,,21.9,21.9,21.9,21.9,21.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,All self employed,33.9,33.9,33.9,33.9,1,,33.9,33.9,33.9,33.9,33.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Casual labour,31.1,31.1,31.1,31.1,1,,31.1,31.1,31.1,31.1,31.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Regular wage/salary,35.1,35.1,35.1,35.1,1,,35.1,35.1,35.1,35.1,35.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,2.2,2.2,2.2,2.2,1,,2.2,2.2,2.2,2.2,2.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,"Self-Employed own account worker, employer",31.7,31.7,31.7,31.7,1,,31.7,31.7,31.7,31.7,31.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,All self employed,34.7,34.7,34.7,34.7,1,,34.7,34.7,34.7,34.7,34.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Casual labour,32.8,32.8,32.8,32.8,1,,32.8,32.8,32.8,32.8,32.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Regular wage/salary,32.5,32.5,32.5,32.5,1,,32.5,32.5,32.5,32.5,32.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,6.5,6.5,6.5,6.5,1,,6.5,6.5,6.5,6.5,6.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,"Self-Employed own account worker, employer",28.2,28.2,28.2,28.2,1,,28.2,28.2,28.2,28.2,28.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Female,All self employed,27.4,27.4,27.4,27.4,1,,27.4,27.4,27.4,27.4,27.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Casual labour,17.8,17.8,17.8,17.8,1,,17.8,17.8,17.8,17.8,17.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Regular wage/salary,54.8,54.8,54.8,54.8,1,,54.8,54.8,54.8,54.8,54.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Self-Employed helper in hoursehold enterprise,9.3,9.3,9.3,9.3,1,,9.3,9.3,9.3,9.3,9.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Female,"Self-Employed own account worker, employer",18.1,18.1,18.1,18.1,1,,18.1,18.1,18.1,18.1,18.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Male,All self employed,29.6,29.6,29.6,29.6,1,,29.6,29.6,29.6,29.6,29.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Casual labour,22.5,22.5,22.5,22.5,1,,22.5,22.5,22.5,22.5,22.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Regular wage/salary,47.9,47.9,47.9,47.9,1,,47.9,47.9,47.9,47.9,47.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Self-Employed helper in hoursehold enterprise,1.7,1.7,1.7,1.7,1,,1.7,1.7,1.7,1.7,1.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Male,"Self-Employed own account worker, employer",27.9,27.9,27.9,27.9,1,,27.9,27.9,27.9,27.9,27.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,All self employed,28.9,28.9,28.9,28.9,1,,28.9,28.9,28.9,28.9,28.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Casual labour,21.1,21.1,21.1,21.1,1,,21.1,21.1,21.1,21.1,21.1
