Country,Year,Type of industry of work,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,"Agriculture Year (Jul - Jun), 2022",45-99 (tertiary),Urban,Persons,Regular wage/salary,55.9,55.9,55.9,55.9,1,,55.9,55.9,55.9,55.9,55.9
India,"Agriculture Year (Jul - Jun), 2022",45-99 (tertiary),Urban,Persons,Self-Employed helper in hoursehold enterprise,6.1,6.1,6.1,6.1,1,,6.1,6.1,6.1,6.1,6.1
India,"Agriculture Year (Jul - Jun), 2022",45-99 (tertiary),Urban,Persons,"Self-Employed own account worker, employer",34.2,34.2,34.2,34.2,1,,34.2,34.2,34.2,34.2,34.2
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Female,All self employed,40.6,40.6,40.6,40.6,1,,40.6,40.6,40.6,40.6,40.6
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Female,Casual labour,0.4,0.4,0.4,0.4,1,,0.4,0.4,0.4,0.4,0.4
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Female,Regular wage/salary,59.0,59.0,59.0,59.0,1,,59.0,59.0,59.0,59.0,59.0
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Female,Self-Employed helper in hoursehold enterprise,31.2,31.2,31.2,31.2,1,,31.2,31.2,31.2,31.2,31.2
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Female,"Self-Employed own account worker, employer",9.5,9.5,9.5,9.5,1,,9.5,9.5,9.5,9.5,9.5
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Male,All self employed,52.8,52.8,52.8,52.8,1,,52.8,52.8,52.8,52.8,52.8
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Male,Casual labour,11.5,11.5,11.5,11.5,1,,11.5,11.5,11.5,11.5,11.5
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Male,Regular wage/salary,35.7,35.7,35.7,35.7,1,,35.7,35.7,35.7,35.7,35.7
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Male,Self-Employed helper in hoursehold enterprise,0.8,0.8,0.8,0.8,1,,0.8,0.8,0.8,0.8,0.8
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Male,"Self-Employed own account worker, employer",52.0,52.0,52.0,52.0,1,,52.0,52.0,52.0,52.0,52.0
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Persons,All self employed,52.7,52.7,52.7,52.7,1,,52.7,52.7,52.7,52.7,52.7
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Persons,Casual labour,11.4,11.4,11.4,11.4,1,,11.4,11.4,11.4,11.4,11.4
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Persons,Regular wage/salary,35.9,35.9,35.9,35.9,1,,35.9,35.9,35.9,35.9,35.9
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Persons,Self-Employed helper in hoursehold enterprise,1.1,1.1,1.1,1.1,1,,1.1,1.1,1.1,1.1,1.1
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural,Persons,"Self-Employed own account worker, employer",51.6,51.6,51.6,51.6,1,,51.6,51.6,51.6,51.6,51.6
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Female,All self employed,19.3,19.3,19.3,19.3,1,,19.3,19.3,19.3,19.3,19.3
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Female,Casual labour,4.4,4.4,4.4,4.4,1,,4.4,4.4,4.4,4.4,4.4
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Female,Regular wage/salary,76.3,76.3,76.3,76.3,1,,76.3,76.3,76.3,76.3,76.3
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,13.0,13.0,13.0,13.0,1,,13.0,13.0,13.0,13.0,13.0
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Female,"Self-Employed own account worker, employer",6.3,6.3,6.3,6.3,1,,6.3,6.3,6.3,6.3,6.3
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Male,All self employed,52.7,52.7,52.7,52.7,1,,52.7,52.7,52.7,52.7,52.7
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Male,Casual labour,11.0,11.0,11.0,11.0,1,,11.0,11.0,11.0,11.0,11.0
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Male,Regular wage/salary,36.3,36.3,36.3,36.3,1,,36.3,36.3,36.3,36.3,36.3
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,0.8,0.8,0.8,0.8,1,,0.8,0.8,0.8,0.8,0.8
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Male,"Self-Employed own account worker, employer",51.9,51.9,51.9,51.9,1,,51.9,51.9,51.9,51.9,51.9
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Persons,All self employed,52.2,52.2,52.2,52.2,1,,52.2,52.2,52.2,52.2,52.2
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Persons,Casual labour,10.9,10.9,10.9,10.9,1,,10.9,10.9,10.9,10.9,10.9
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Persons,Regular wage/salary,36.9,36.9,36.9,36.9,1,,36.9,36.9,36.9,36.9,36.9
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Rural+Urban,Persons,"Self-Employed own account worker, employer",51.2,51.2,51.2,51.2,1,,51.2,51.2,51.2,51.2,51.2
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Female,All self employed,7.6,7.6,7.6,7.6,1,,7.6,7.6,7.6,7.6,7.6
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Female,Casual labour,6.6,6.6,6.6,6.6,1,,6.6,6.6,6.6,6.6,6.6
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Female,Regular wage/salary,85.8,85.8,85.8,85.8,1,,85.8,85.8,85.8,85.8,85.8
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Female,Self-Employed helper in hoursehold enterprise,3.1,3.1,3.1,3.1,1,,3.1,3.1,3.1,3.1,3.1
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Female,"Self-Employed own account worker, employer",4.5,4.5,4.5,4.5,1,,4.5,4.5,4.5,4.5,4.5
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Male,All self employed,52.4,52.4,52.4,52.4,1,,52.4,52.4,52.4,52.4,52.4
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Male,Casual labour,10.3,10.3,10.3,10.3,1,,10.3,10.3,10.3,10.3,10.3
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Male,Regular wage/salary,37.3,37.3,37.3,37.3,1,,37.3,37.3,37.3,37.3,37.3
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Male,Self-Employed helper in hoursehold enterprise,0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Male,"Self-Employed own account worker, employer",51.7,51.7,51.7,51.7,1,,51.7,51.7,51.7,51.7,51.7
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Persons,All self employed,51.4,51.4,51.4,51.4,1,,51.4,51.4,51.4,51.4,51.4
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Persons,Casual labour,10.2,10.2,10.2,10.2,1,,10.2,10.2,10.2,10.2,10.2
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Persons,Regular wage/salary,38.4,38.4,38.4,38.4,1,,38.4,38.4,38.4,38.4,38.4
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Persons,Self-Employed helper in hoursehold enterprise,0.8,0.8,0.8,0.8,1,,0.8,0.8,0.8,0.8,0.8
India,"Agriculture Year (Jul - Jun), 2022",49-53 (transport),Urban,Persons,"Self-Employed own account worker, employer",50.6,50.6,50.6,50.6,1,,50.6,50.6,50.6,50.6,50.6
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Female,All self employed,76.7,76.7,76.7,76.7,1,,76.7,76.7,76.7,76.7,76.7
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Female,Casual labour,7.3,7.3,7.3,7.3,1,,7.3,7.3,7.3,7.3,7.3
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Female,Regular wage/salary,15.9,15.9,15.9,15.9,1,,15.9,15.9,15.9,15.9,15.9
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Female,Self-Employed helper in hoursehold enterprise,47.4,47.4,47.4,47.4,1,,47.4,47.4,47.4,47.4,47.4
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Female,"Self-Employed own account worker, employer",29.3,29.3,29.3,29.3,1,,29.3,29.3,29.3,29.3,29.3
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Male,All self employed,61.5,61.5,61.5,61.5,1,,61.5,61.5,61.5,61.5,61.5
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Male,Casual labour,10.5,10.5,10.5,10.5,1,,10.5,10.5,10.5,10.5,10.5
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Male,Regular wage/salary,28.1,28.1,28.1,28.1,1,,28.1,28.1,28.1,28.1,28.1
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Male,Self-Employed helper in hoursehold enterprise,9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Male,"Self-Employed own account worker, employer",52.2,52.2,52.2,52.2,1,,52.2,52.2,52.2,52.2,52.2
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Persons,All self employed,64.5,64.5,64.5,64.5,1,,64.5,64.5,64.5,64.5,64.5
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Persons,Casual labour,9.8,9.8,9.8,9.8,1,,9.8,9.8,9.8,9.8,9.8
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Persons,Regular wage/salary,25.6,25.6,25.6,25.6,1,,25.6,25.6,25.6,25.6,25.6
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Persons,Self-Employed helper in hoursehold enterprise,16.9,16.9,16.9,16.9,1,,16.9,16.9,16.9,16.9,16.9
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural,Persons,"Self-Employed own account worker, employer",47.6,47.6,47.6,47.6,1,,47.6,47.6,47.6,47.6,47.6
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Female,All self employed,68.5,68.5,68.5,68.5,1,,68.5,68.5,68.5,68.5,68.5
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Female,Casual labour,9.1,9.1,9.1,9.1,1,,9.1,9.1,9.1,9.1,9.1
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Female,Regular wage/salary,22.3,22.3,22.3,22.3,1,,22.3,22.3,22.3,22.3,22.3
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,44.2,44.2,44.2,44.2,1,,44.2,44.2,44.2,44.2,44.2
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Female,"Self-Employed own account worker, employer",24.4,24.4,24.4,24.4,1,,24.4,24.4,24.4,24.4,24.4
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Male,All self employed,56.2,56.2,56.2,56.2,1,,56.2,56.2,56.2,56.2,56.2
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Male,Casual labour,9.4,9.4,9.4,9.4,1,,9.4,9.4,9.4,9.4,9.4
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Male,Regular wage/salary,34.4,34.4,34.4,34.4,1,,34.4,34.4,34.4,34.4,34.4
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,8.2,8.2,8.2,8.2,1,,8.2,8.2,8.2,8.2,8.2
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Male,"Self-Employed own account worker, employer",48.1,48.1,48.1,48.1,1,,48.1,48.1,48.1,48.1,48.1
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Persons,All self employed,58.7,58.7,58.7,58.7,1,,58.7,58.7,58.7,58.7,58.7
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Persons,Casual labour,9.3,9.3,9.3,9.3,1,,9.3,9.3,9.3,9.3,9.3
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Persons,Regular wage/salary,31.9,31.9,31.9,31.9,1,,31.9,31.9,31.9,31.9,31.9
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,15.4,15.4,15.4,15.4,1,,15.4,15.4,15.4,15.4,15.4
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Rural+Urban,Persons,"Self-Employed own account worker, employer",43.3,43.3,43.3,43.3,1,,43.3,43.3,43.3,43.3,43.3
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Female,All self employed,60.8,60.8,60.8,60.8,1,,60.8,60.8,60.8,60.8,60.8
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Female,Casual labour,10.8,10.8,10.8,10.8,1,,10.8,10.8,10.8,10.8,10.8
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Female,Regular wage/salary,28.4,28.4,28.4,28.4,1,,28.4,28.4,28.4,28.4,28.4
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Female,Self-Employed helper in hoursehold enterprise,41.1,41.1,41.1,41.1,1,,41.1,41.1,41.1,41.1,41.1
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Female,"Self-Employed own account worker, employer",19.7,19.7,19.7,19.7,1,,19.7,19.7,19.7,19.7,19.7
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Male,All self employed,51.3,51.3,51.3,51.3,1,,51.3,51.3,51.3,51.3,51.3
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Male,Casual labour,8.4,8.4,8.4,8.4,1,,8.4,8.4,8.4,8.4,8.4
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Male,Regular wage/salary,40.4,40.4,40.4,40.4,1,,40.4,40.4,40.4,40.4,40.4
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Male,Self-Employed helper in hoursehold enterprise,7.2,7.2,7.2,7.2,1,,7.2,7.2,7.2,7.2,7.2
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Male,"Self-Employed own account worker, employer",44.1,44.1,44.1,44.1,1,,44.1,44.1,44.1,44.1,44.1
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Persons,All self employed,53.2,53.2,53.2,53.2,1,,53.2,53.2,53.2,53.2,53.2
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Persons,Casual labour,8.9,8.9,8.9,8.9,1,,8.9,8.9,8.9,8.9,8.9
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Persons,Regular wage/salary,37.9,37.9,37.9,37.9,1,,37.9,37.9,37.9,37.9,37.9
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Persons,Self-Employed helper in hoursehold enterprise,14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,"Agriculture Year (Jul - Jun), 2022",55-56 (accommodation & food services),Urban,Persons,"Self-Employed own account worker, employer",39.2,39.2,39.2,39.2,1,,39.2,39.2,39.2,39.2,39.2
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Female,All self employed,13.0,13.0,13.0,13.0,1,,13.0,13.0,13.0,13.0,13.0
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Female,Casual labour,2.2,2.2,2.2,2.2,1,,2.2,2.2,2.2,2.2,2.2
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Female,Regular wage/salary,84.8,84.8,84.8,84.8,1,,84.8,84.8,84.8,84.8,84.8
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Female,Self-Employed helper in hoursehold enterprise,1.7,1.7,1.7,1.7,1,,1.7,1.7,1.7,1.7,1.7
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Female,"Self-Employed own account worker, employer",11.3,11.3,11.3,11.3,1,,11.3,11.3,11.3,11.3,11.3
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Male,All self employed,31.4,31.4,31.4,31.4,1,,31.4,31.4,31.4,31.4,31.4
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Male,Casual labour,3.7,3.7,3.7,3.7,1,,3.7,3.7,3.7,3.7,3.7
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Male,Regular wage/salary,64.9,64.9,64.9,64.9,1,,64.9,64.9,64.9,64.9,64.9
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Male,Self-Employed helper in hoursehold enterprise,1.8,1.8,1.8,1.8,1,,1.8,1.8,1.8,1.8,1.8
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Male,"Self-Employed own account worker, employer",29.6,29.6,29.6,29.6,1,,29.6,29.6,29.6,29.6,29.6
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Persons,All self employed,25.3,25.3,25.3,25.3,1,,25.3,25.3,25.3,25.3,25.3
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Persons,Casual labour,3.2,3.2,3.2,3.2,1,,3.2,3.2,3.2,3.2,3.2
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Persons,Regular wage/salary,71.5,71.5,71.5,71.5,1,,71.5,71.5,71.5,71.5,71.5
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Persons,Self-Employed helper in hoursehold enterprise,1.8,1.8,1.8,1.8,1,,1.8,1.8,1.8,1.8,1.8
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural,Persons,"Self-Employed own account worker, employer",23.5,23.5,23.5,23.5,1,,23.5,23.5,23.5,23.5,23.5
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Female,All self employed,13.3,13.3,13.3,13.3,1,,13.3,13.3,13.3,13.3,13.3
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Female,Casual labour,1.8,1.8,1.8,1.8,1,,1.8,1.8,1.8,1.8,1.8
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Female,Regular wage/salary,84.9,84.9,84.9,84.9,1,,84.9,84.9,84.9,84.9,84.9
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,1.7,1.7,1.7,1.7,1,,1.7,1.7,1.7,1.7,1.7
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Female,"Self-Employed own account worker, employer",11.6,11.6,11.6,11.6,1,,11.6,11.6,11.6,11.6,11.6
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Male,All self employed,27.7,27.7,27.7,27.7,1,,27.7,27.7,27.7,27.7,27.7
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Male,Casual labour,2.8,2.8,2.8,2.8,1,,2.8,2.8,2.8,2.8,2.8
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Male,Regular wage/salary,69.5,69.5,69.5,69.5,1,,69.5,69.5,69.5,69.5,69.5
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Male,"Self-Employed own account worker, employer",23.2,23.2,23.2,23.2,1,,23.2,23.2,23.2,23.2,23.2
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,1.6,1.6,1.6,1.6,1,,1.6,1.6,1.6,1.6,1.6
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Male,"Self-Employed own account worker, employer",26.1,26.1,26.1,26.1,1,,26.1,26.1,26.1,26.1,26.1
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Persons,All self employed,22.7,22.7,22.7,22.7,1,,22.7,22.7,22.7,22.7,22.7
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Persons,Casual labour,2.4,2.4,2.4,2.4,1,,2.4,2.4,2.4,2.4,2.4
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Persons,Regular wage/salary,74.9,74.9,74.9,74.9,1,,74.9,74.9,74.9,74.9,74.9
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,1.7,1.7,1.7,1.7,1,,1.7,1.7,1.7,1.7,1.7
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Rural+Urban,Persons,"Self-Employed own account worker, employer",21.0,21.0,21.0,21.0,1,,21.0,21.0,21.0,21.0,21.0
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Female,All self employed,13.6,13.6,13.6,13.6,1,,13.6,13.6,13.6,13.6,13.6
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Female,Casual labour,1.4,1.4,1.4,1.4,1,,1.4,1.4,1.4,1.4,1.4
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Female,Regular wage/salary,85.0,85.0,85.0,85.0,1,,85.0,85.0,85.0,85.0,85.0
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Female,Self-Employed helper in hoursehold enterprise,1.8,1.8,1.8,1.8,1,,1.8,1.8,1.8,1.8,1.8
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Female,"Self-Employed own account worker, employer",11.8,11.8,11.8,11.8,1,,11.8,11.8,11.8,11.8,11.8
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Male,All self employed,24.7,24.7,24.7,24.7,1,,24.7,24.7,24.7,24.7,24.7
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Male,Casual labour,2.1,2.1,2.1,2.1,1,,2.1,2.1,2.1,2.1,2.1
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Male,Regular wage/salary,73.2,73.2,73.2,73.2,1,,73.2,73.2,73.2,73.2,73.2
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Male,Self-Employed helper in hoursehold enterprise,1.5,1.5,1.5,1.5,1,,1.5,1.5,1.5,1.5,1.5
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Persons,All self employed,20.6,20.6,20.6,20.6,1,,20.6,20.6,20.6,20.6,20.6
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Persons,Casual labour,1.8,1.8,1.8,1.8,1,,1.8,1.8,1.8,1.8,1.8
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Persons,Regular wage/salary,77.5,77.5,77.5,77.5,1,,77.5,77.5,77.5,77.5,77.5
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Persons,Self-Employed helper in hoursehold enterprise,1.6,1.6,1.6,1.6,1,,1.6,1.6,1.6,1.6,1.6
India,"Agriculture Year (Jul - Jun), 2022",58-99 (other services),Urban,Persons,"Self-Employed own account worker, employer",19.0,19.0,19.0,19.0,1,,19.0,19.0,19.0,19.0,19.0
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Female,All self employed,80.9,80.9,80.9,80.9,1,,80.9,80.9,80.9,80.9,80.9
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Female,Casual labour,18.4,18.4,18.4,18.4,1,,18.4,18.4,18.4,18.4,18.4
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Female,Regular wage/salary,0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Female,Self-Employed helper in hoursehold enterprise,51.0,51.0,51.0,51.0,1,,51.0,51.0,51.0,51.0,51.0
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Female,"Self-Employed own account worker, employer",29.9,29.9,29.9,29.9,1,,29.9,29.9,29.9,29.9,29.9
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Male,All self employed,83.6,83.6,83.6,83.6,1,,83.6,83.6,83.6,83.6,83.6
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Male,Casual labour,15.4,15.4,15.4,15.4,1,,15.4,15.4,15.4,15.4,15.4
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Male,Regular wage/salary,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Male,Self-Employed helper in hoursehold enterprise,22.0,22.0,22.0,22.0,1,,22.0,22.0,22.0,22.0,22.0
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Male,"Self-Employed own account worker, employer",61.6,61.6,61.6,61.6,1,,61.6,61.6,61.6,61.6,61.6
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Persons,All self employed,82.3,82.3,82.3,82.3,1,,82.3,82.3,82.3,82.3,82.3
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Persons,Casual labour,16.8,16.8,16.8,16.8,1,,16.8,16.8,16.8,16.8,16.8
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Persons,Regular wage/salary,0.9,0.9,0.9,0.9,1,,0.9,0.9,0.9,0.9,0.9
